0,equal_weight_10bp,slot_gate_top3_core050,slot_gate_top3_core075,eligible_backfill_top3_core050,eligible_backfill_top3_core075,slot_gate_top5_core050,slot_gate_top5_core075,eligible_backfill_top5_core050,eligible_backfill_top5_core075
2019-03-06,2.257470934514178,2.181475380398614,2.2279229887195964,2.098464436725869,2.184866023457981,1.9949253870299428,2.129279233768657,1.9762429318779837,2.1190541433512173
2019-03-07,2.2422482224256823,2.1731981818186963,2.216181070209005,2.0905022075796014,2.1733510299263834,1.9876960581649092,2.118240418855928,1.9690813056013163,2.108068338339113
2019-03-08,2.2013717410951545,2.1432454878059723,2.1807099745919056,2.0616892932856308,2.1385654507025835,1.9640491273381044,2.086339878008078,1.9456558280316236,2.076320988256176
2019-03-11,2.2169709515655125,2.163560876331383,2.198778634496521,2.0812316272133478,2.156284914667404,1.9779425999182936,2.1011111348422773,1.9594191883880314,2.091021311492605
2019-03-12,2.2487413054561505,2.1855221379829937,2.2256750331024433,2.102357204414735,2.1826615119577957,1.995598882898978,2.1255195890176353,1.9769101204653279,2.1153125529290535
2019-03-13,2.2304586682816536,2.172529050947507,2.2100159771536956,2.089858538918785,2.1673050838069696,1.9852436858624263,2.1113696034384155,1.9666518997395108,2.1012305175179744
2019-03-14,2.228489833899258,2.1719810086173896,2.208763858850828,2.0893313510578055,2.1660771640130014,1.9845950302915791,2.110094641115018,1.9660093188212246,2.0999616777382197
2019-03-15,2.2488126955645606,2.187412845544953,2.2266747605307016,2.1041759655223182,2.1836419185974236,1.9966477159257792,2.1261127432820017,1.977949131181925,2.115902858785429
2019-03-18,2.2638138241672925,2.1980267526770367,2.23949919238399,2.1143859852417797,2.196218504757839,2.005118479896186,2.137709216810739,1.9863405665373324,2.1274436444605147
2019-03-19,2.2587892739186155,2.1881623548667584,2.2319852873741772,2.1048969540197984,2.1888498138997834,1.9988234115868773,2.131980556776601,1.980104451476166,2.1217424942362175
2019-03-20,2.265051195114281,2.1927131842062697,2.237399938525856,2.1092746121920523,2.1941598211980966,2.0024252745188975,2.1368564316112106,1.98367258299992,2.1265949544522758
2019-03-22,2.2709207617163463,2.1988617338691485,2.2434357833107286,2.1151891931774385,2.2000790169064337,2.0068333589303315,2.141977237730089,1.9880393857474592,2.1316911697590406
2019-03-25,2.2149189607403597,2.1617975468262944,2.1968655128577685,2.0795353970885855,2.1544087661252798,1.9766131943946414,2.0994338100297996,1.9581022327330488,2.0893520414235334
2019-03-26,2.2703524191001576,2.207822332633141,2.2477258957423483,2.1238088173120793,2.2042862183833782,2.011643677634801,2.1442750047730077,1.9928046558681334,2.1339779026100127
2019-03-27,2.280480738920944,2.2109579146775853,2.2543285307431518,2.1268250821151686,2.2107612504879848,2.015153906267199,2.1509262832642917,1.9962820112465118,2.140597240751301
2019-03-28,2.240935748868967,2.179491675697067,2.2187430915318367,2.0965562172673473,2.1758635374807165,1.9909130261776908,2.119337154718493,1.9722681467426797,2.109159807525903
2019-03-29,2.2507588034745307,2.183810917045756,2.225798725036515,2.1007110999881435,2.182782813414578,1.9950179565757122,2.1261616266890027,1.9763346345109358,2.1159515074476167
2019-04-01,2.2864847914628874,2.2107394862945964,2.257187071389651,2.1266149655134448,2.2135645468168224,2.0160978357604042,2.154266486276913,1.997217100849996,2.143921403651722
2019-04-02,2.2790982760076535,2.185847693979053,2.2408337528270654,2.1026703721387587,2.197527273410567,2.0011750939852213,2.1428140760652132,1.9824341103937204,2.132523989481901
2019-04-03,2.289047633157466,2.188168273290409,2.2469293560048103,2.1049026472316785,2.203505072617707,2.0041994144782045,2.1491168814871098,1.9854301081572707,2.138796527969193
2019-04-04,2.282237951948448,2.173190654286849,2.2359219938829296,2.0904949664903736,2.192710439396647,1.9948031726883022,2.1408888333915295,1.97612186207236,2.1306079920871364
2019-04-05,2.288306503417212,2.178036458944415,2.24139119757822,2.0951563753848275,2.1980739449530393,1.9985248536588696,2.1457360179786606,1.9798086895399971,2.1354318998302126
2019-04-08,2.2819774148981273,2.177493772367301,2.237990157790339,2.0946343394761966,2.194738633851806,1.9971117806353929,2.1419995093304154,1.978408849930441,2.131713334408092
2019-04-09,2.275736424076303,2.158688640856377,2.22530953319594,2.0765447932643957,2.1823030757230883,1.9857215123698841,2.1329740226208482,1.9671252514067796,2.1227311893214567
2019-04-10,2.25845592016084,2.1439665212671,2.2092642770398494,2.062382889504713,2.1665679110918954,1.9746185528554645,2.118901464291925,1.9561262709907918,2.108726209344417
2019-04-11,2.255399756895378,2.139175705961447,2.205310040267203,2.057774377470991,2.1626900941220057,1.971458192607625,2.1157732713796737,1.9529955074832506,2.1056130384428364
2019-04-12,2.248943025470423,2.1348874884815023,2.1999338845883956,2.0536493380781717,2.1574178383308857,1.9679731535344498,2.1108696500686346,1.9495431057641393,2.1007329649927278
2019-04-15,2.278962994703306,2.156959988340874,2.2260196610536034,2.074881920577482,2.1829994796097463,1.9853446418942524,2.134292668857139,1.9667519103191666,2.1240435032379743
2019-04-16,2.2723794084824367,2.1466448164589935,2.21750410041282,2.064959268436945,2.1746484911739046,1.9785394406132961,2.127555436939269,1.9600104396762372,2.117338624430223
