0,monthly_current_top3_none_10bp,monthly_current_top3_ma200_10bp,monthly_current_top3_ma200_r6_10bp,monthly_current_top3_ma200_r12_10bp,monthly_medium_3_6_12_top3_none_10bp,monthly_medium_3_6_12_top3_ma200_10bp,monthly_medium_3_6_12_top3_ma200_r6_10bp,monthly_medium_3_6_12_top3_ma200_r12_10bp,monthly_classic_6_12minus1_top3_none_10bp,monthly_classic_6_12minus1_top3_ma200_10bp,monthly_classic_6_12minus1_top3_ma200_r6_10bp,monthly_classic_6_12minus1_top3_ma200_r12_10bp,monthly_long_6_12_top3_none_10bp,monthly_long_6_12_top3_ma200_10bp,monthly_long_6_12_top3_ma200_r6_10bp,monthly_long_6_12_top3_ma200_r12_10bp
2009-08-07,1.0699032380923865,0.9922756824583899,0.9922756824583899,0.999,1.093983098118674,1.0107901232732752,1.0107901232732752,0.999,1.0389051916889571,0.9523371019049545,0.9523371019049545,0.999,1.0953760335538765,1.0114109396374924,1.0114109396374924,0.999
2009-08-10,1.0899527514427447,1.0108704897590548,1.0108704897590548,0.999,1.1133750237367905,1.0287073716473591,1.0287073716473591,0.999,1.0564404733214052,0.9684112340052902,0.9684112340052902,0.999,1.1138644648327451,1.0284821563515507,1.0284821563515507,0.999
2009-08-11,1.0884288190183513,1.0094571272860786,1.0094571272860786,0.999,1.1215550655296633,1.0362653544593583,1.0362653544593583,0.999,1.066514812399306,0.9776461160309143,0.9776461160309143,0.999,1.1244864057645139,1.0382898816709725,1.0382898816709725,0.999
2009-08-12,1.0767447481389547,0.998620802099871,0.998620802099871,0.999,1.111637258104649,1.0271017560390805,1.0271017560390805,0.999,1.0522152091705008,0.9645380453366365,0.9645380453366365,0.999,1.1094095317711337,1.0243687122959528,1.0243687122959528,0.999
2009-08-13,1.0909713511899257,1.0118151843102068,1.0118151843102068,0.999,1.1279642616796206,1.0421871572528738,1.0421871572528738,0.999,1.066256599408393,0.9774094189642256,0.9774094189642256,0.999,1.1242141573206124,1.0380385021939469,1.0380385021939469,0.999
2009-08-14,1.0992303392033764,1.0194749358425739,1.0194749358425739,0.999,1.1358263470717074,1.0494513629579882,1.0494513629579882,0.999,1.0697465352485884,0.9806085514841841,0.9806085514841841,0.999,1.1278937924871053,1.0414360781379732,1.0414360781379732,0.999
2009-08-17,1.062177227865867,0.9851102381478661,0.9851102381478661,0.999,1.099118832439271,1.0155353058413992,1.0155353058413992,0.999,1.0442583802000422,0.9572442292091405,0.9572442292091405,0.999,1.10102020055299,1.0166224579409588,1.0166224579409588,0.999
2009-08-18,1.0651557741990039,0.9878726740301211,0.9878726740301211,0.999,1.1022210720089993,1.0184016326818242,1.0184016326818242,0.999,1.0442870009288474,0.9572704650794998,0.9572704650794998,0.999,1.1010503769931954,1.0166503212324753,1.0166503212324753,0.999
2009-08-19,1.0578257330225211,0.9810744689664457,0.9810744689664457,0.999,1.09221947342016,1.0091606150756764,1.0091606150756764,0.999,1.040964448718905,0.9542247687369871,0.9542247687369871,0.999,1.097547223779488,1.0134156991711596,1.0134156991711596,0.999
2009-08-20,1.0797099828178194,1.001370892163965,1.001370892163965,0.999,1.1151691288162853,1.030365042316665,1.030365042316665,0.999,1.0582537921882358,0.9700734557828707,0.9700734557828707,0.999,1.1157763486541055,1.0302474863870876,1.0302474863870876,0.999
